,VIOLATION_ID,VIOLATION_DESC,Unnamed: 14
72,73,Exterior Prop Area – Vehicle Painting,
73,74,Exterior Prop Area – Veh – Dis/Repair,
74,75,Exterior Prop Area – High Weeds,
75,76,"Ext of Bldgs – Wind, Skylit Door Frames",
76,77,Fence Height – Off Right-Of-Way (opaque),
77,78,Fence Height – Inside Front Setback,
78,79,Fence Height – Side and Rear Setback,
79,80,Fence Height – Off Right-Of-Way (open),
80,81,Fire Safety – Emergency Escape (Doors),
81,82,Fire Protection – Smoke Detector Install,
82,83,Fire Safety – Emergency Escape,
83,84,Fire Safety Requirements – Egress,
84,85,Fire Safety – Emergency Escape (Opening),
85,86,Fire Safety – Emergency Escape (Height),
86,87,Fire Safety – Emergency Escape (Width),
87,88,Fire Safety – Emergency Escape (Op),
88,89,Fire Protection – Smoke Detectors,
89,90,Garage Sales,
90,91,Exterior of Buildings – Graffiti,
91,92,"Hazardous, pathogenic, radioactive waste",
92,93,"Hazardous, pathogenic, radioactive waste",
93,94,Heating – Heating Facilities Required,
94,95,Heating – Residential Occupancies,
95,96,Heating – Heat Supply,
96,97,Heat – Occupiable Work Spaces,
97,98,Home Occupation – Permit Required,
98,99,Home Occupation – Conditions,
99,100,Sanitation requirements,
100,101,Vacation of buildings,
101,102,Interiors of Bldgs and Structures Gen,
102,103,Interior of Buildings - Surfaces,
103,104,Interior of Bldgs – Handrails and Guards,
104,105,Interior of Buildings – Interior Doors,
105,106,Interior of Bldgs – Stairs Walking Surf,
106,107,Landlord Registration Required,
107,108,Light – Common Halls and Stairways,
108,109,Lighting (Emission),
109,110,Light – Habitable Spaces,
110,111,Lighting (MAX Level),
111,112,Light – Other Spaces,
112,113,Litter on public places - citizens,
113,114,Litter on business premises -owner,
114,115,Handbills - distribution in public,
115,116,Handbills - distribution on vehicles,
116,117,Posting notices prohibited,
117,118,Proper placement in receptacles ,
118,119,Litter on private property - owners,
119,120,Litter on occupied private property,
120,121,Litter on vacant lots,
121,122,Litter from vehicles,
122,123,Litter from vehicle loads tires,
123,124,Litter in water,
124,125,Mechanical Equip – Remove of Combus Prod,
125,126,Mechanical Equip – Appliances,
126,127,Mobile Vending,
127,128,Continuous & Intermittent Noise,
128,129,Garbage causing nuisance,
129,130,Occupancy – Access from Bedrooms,
130,131,Occupancy – Bedroom Requirements,
131,132,Occupancy Limits – Privacy,
132,133,Occupancy – Overcrowding,
133,134,Occupancy – Other Requirements,
134,135,Occupancy Prohibited,
135,136,Occupancy – Minimum Ceiling Heights,
136,137,Occupancy – Minimum Room Widths,
137,138,Occupancy – Sleeping Rooms,
138,139,Occupancy – Water Closet Access,
139,140,Exterior Prop Area – Open Storage - All,
140,141,Exterior Prop Area – Open Stor – Debris,
141,142,Exterior Prop Area – Open Storage – JTD,
142,143,Exterior Prop Area – Open Storage - Veh,
143,144,Paving Permanent Parking Areas,
144,145,Building and Zoning Permit Required,
145,146,Plumbing – Dwelling Units,
146,147,Plumbing – Employee Facilities,
147,148,Plumbing Systems – Fixture Clearance,
148,149,Plumbing Systems – General Requirements,
149,150,Plumbing – Hotel,
150,151,Plumbing – Rooming Houses,
151,152,Plumbing Systems – System Hazards,
152,153,Nuisance declared - holes,
153,154,Failure to Maintain Bldgs or Structures,
154,155,Security Residence,
155,156,Consignment Sale,
156,157,Accumulation of garbage,
157,158,Storage and disposal of garbage,
158,159,Rubbish and Garbage – Disposal  Garbage,
159,160,Rubbish and Garbage – Containers,
160,161,Rubbish and Garbage – Disposal Rubbish,
161,162,Rubbish and Garbage – Garbage Facilities,
162,163,Rubbish and Garbage – Rubbish Storage,
163,164,Sanitary Drainage System – Maintenance,
164,165,Sanitary Drainage System – General,
165,166,School Buses,
166,167,Connect to public sewer,
167,168,Private connections permitted,
168,169,Runoff in body of water,
169,170,Runoff of contents unlawful,
170,171,Septic Tank - Sewage on ground,
171,172,Prohibited Sign - Portable Sign,
172,173,Prohibited Signs - Blank,
173,174,Signs – Greater than 25 Percent,
174,175,Abandoned Signs,
175,176,Dilapidated Signs,
176,177,Prohibited Sign - Harmful,
177,178,Signs – Prohibited Placement –BUS,
178,179,Signs – Prohibited Placement – Public,
179,180,Sign Maintenance ,
180,181,Sign Material,
181,182,Electronic Sign (LED) Display Motion,
182,183,Sign Permit Required,
183,184,Prohibited Signs,
184,185,Signs – Prohibited – Handheld,
185,186,Electronic Sign (LED) Display Timing,
186,187,Unsafe or Illegal Sign,
187,188,Signs – Prohibited (Vehicle Signs),
188,189,Signs – Prohibited - Wind,
189,190,Interior of Bldgs – Structural Members,
190,191,Stop Work Order Posted,
191,192,Temporary U&O Expired,
192,193,Toilet Rooms – Location,
193,194,Toilet Rooms – Privacy,
194,195,Toilet Rooms – Employee Toilet Facilitie,
195,196,Tractor-Trailer Parking,
196,197,Trash Cans,
197,198,Commercial Truck Parking,
198,199,Use Not Permitted,
199,200,Vacant Buildings,
200,201,Ventilation – Bathrooms and Toilet Rooms,
201,202,Ventilation – Cooking Facilities,
202,203,Ventilation – Clothes Dryer Exhaust ,
203,204,Ventilation – Habitable Spaces,
204,205,Ventilation – Process Ventilation,
205,206,Water System – Contamination ,
206,207,Water System – General,
207,208,Water – Supply,
208,209,Water – Water Heating Facilities,
209,210,Violations - Post Construction Treatment,
210,212,Violations for Water Quality Impacts,
211,213,Environmental Court Proceedings,
212,214,Violations - for Construction Activities,
213,247,HOUSE DISREPAIR,
214,381,ACCESSORY STRUCTURES,
215,384,BOAT STORAGE IN FRONT YARD PROHIBITED,
216,385,HOURS OF COLLECTION & DUMPSTER REQUIRE,
217,386,EXHAUST FAN DISCHARGE,
218,387,EXTERIOR REPAIR,
219,388,FAILURE TO SECURE,
220,389,FENCE MATERIAL,
221,390,GATE MAINTENANCE,
222,391,GRAFFITI,
223,392,HIGH WEEDS,
224,393,UNLIC / INOP / ACCUMULATION MTR VEHICLES,
225,394,INTERIOR REPAIR,
226,395,LANDLORD REGISTRATION,
227,396,"OPEN STORAGE, JUNK, TRASH, DEBRIS",
228,397,PARKING ON GRASS,
229,398,PARKING AREA EXCEEDS 25%,
230,399,ADDRESS ID COMMERCIAL,
231,400,ADDRESS ID MULTI FAMILY,
232,401,ADDRESS ID RESIDENTIAL,
233,402,RODENT INFESTATION,
234,403,SIDEWALK AND DRIVEWAY MAINT,
235,404,SWIMMING POOLS,
236,405,TRASH CANS,
237,407,BUILDING PERMIT REQUIRED,
238,408,STOP WORK ORDER POSTED,
239,409,TEMPORARY U&O EXPIRED,
240,410,ELECTRICAL EQUIPMENT,
241,411,ELECTRICAL RECEPTACLES,
242,412,ELECTRICAL LIGHTING FIXTURES,
243,413,ELECTRICAL FACILITIES REQUIRED,
244,414,ELECTRICAL SERVICE PANEL,
245,415,ELECTRICAL SYSTEM HAZARDS,
246,416,ELECTRICAL SYSTEM CERTIFICATION,
247,417,FIRE PROTECTION – SMOKE DETECTOR INSTALL,
248,418,FIRE PROTECTION – SMOKE DETECTORS,
249,419,FIRE SAFETY – EMERGENCY ESCAPE (DOORS),
250,420,FIRE SAFETY – EMERGENCY ESCAPE,
251,421,FIRE SAFETY REQUIREMENTS – EGRESS,
252,422,FIRE SAFETY – EMERGENCY ESCAPE (OPENING),
253,423,FIRE SAFETY – EMERGENCY ESCAPE (HEIGHT),
254,424,FIRE SAFETY – EMERGENCY ESCAPE (WIDTH),
255,425,FIRE SAFETY – EMERGENCY ESCAPE (OP),
256,426,PROPER MAINTENANCE REQ - OWNER,
257,427,PROPER MAINTENANCE REQ,
258,428,SCOPE OF BUILDING CODE,
259,429,BOARDING REQUIREMENTS,
260,430,BOARDING OF VACANT BUILDINGS,
261,431,CERTIFICATE OF OCCUPANCY REQUIRED,
262,432,EXTERIOR PROP AREA – FENCES  BARBED WIRE,
263,433,EXTERIOR PROP AREA – ACCES STRUCTURES,
264,434,EXTERIOR OF BLDGS – BASEMENT HATCHWAYS,
265,435,EXTERIOR OF BUILDINGS - BALCONIES,
266,436,EXTERIOR OF BLDGS – CHIMNEYS AND TOWERS,
267,437,EXTERIOR OF BLDGS – DECORATIVE FEATURES,
268,438,EXTERIOR OF BUILDINGS – DECKS,
269,439,EXTERIOR OF BUILDINGS – DOORS,
270,440,EXTERIOR PROP AREA – EXHAUST VENTS,
271,441,EXTERIOR OF BUILDINGS – EXTERIOR WALLS,
272,442,EXTERIOR OF BUILDINGS – FOUNDATION WALLS,
273,443,EXTERIOR PROP AREA – FENCE MATERIAL MAIN,
274,444,EXTERIOR PROP AREA – FENCING MATERIALS,
275,445,EXTERIOR PROP AREA – GATES,
276,446,EXTERIOR OF BUILDINGS – GLAZING,
277,447,EXTERIOR PROP AREA – GRADING REQUIRED,
278,448,EXTERIOR OF BLDGS – ROOFS– GUTTER SYS,
279,449,EXTERIOR OF BLDGS – HANDRAILS AND GUARDS,
280,450,EXTERIOR OF BLDGS  INSECT SCREENS NONRES,
281,451,EXTERIOR OF BLDGS – INSECT SCREENS RES,
282,452,EXTERIOR OF BUILDINGS – OPENABLE WINDOWS,
283,453,EXTERIOR OF BLDGS – OVERHANG EXTENSIONS,
284,454,EXTERIOR PROP AREA – VEHICLES – PARKING,
285,455,EXTERIOR OF BLDGS – PREMISES ID NONRES,
286,456,EXTERIOR OF BUILDINGS – PREMISES ID RES,
287,457,EXTERIOR OF BLDG – PREMISES ID MULTI-FAM,
288,458,EXTERIOR OF BUILDINGS - PORCHES,
289,459,EXTERIOR PROP AREA – DESIGNATED PARKING,
290,460,EXTERIOR OF BLDGS – TREATMENT METAL SUR,
291,461,EXTERIOR OF BLDGS – TREATMENT (SIDING),
292,462,EXTERIOR OF BLDGS – PRO TREATMENT (WOOD),
293,463,EXTERIOR PROP AREA – RODENT HARBORAGE,
294,464,EXTERIOR OF BLDGS – ROOFS– DRAINAGE SYS,
295,465,EXTERIOR OF BLDGS – ROOFS – ROOF SYSTEM,
296,466,EXTERIOR PROP AREA – SANITATION,
297,467,EXTERIOR PROP AREA – SIDEWALKS,
298,468,EXTERIOR OF BUILDINGS – STAIRWAYS,
299,469,EXTERIOR OF BLDGS – STRUCTURAL MEMBERS,
300,470,EXTERIOR PROP AREA – SWIMMING POOLS,
301,471,EXTERIOR PROP AREA – TRAILERS WATERCRAFT,
302,472,EXTERIOR PROP AREA – VEH – INOP/UNLC,
303,473,EXTERIOR PROP AREA – VEHICLE PAINTING,
304,474,EXTERIOR PROP AREA – VEH – DIS/REPAIR,
305,475,EXTERIOR PROP AREA – HIGH WEEDS,
306,476,"EXT OF BLDGS – WIND, SKYLIT DOOR FRAMES",
307,477,EXTERMINATION – MULTIPLE OCCUPANCY,
308,478,EXTERMINATION – SINGLE OCCUPANT,
309,479,EXTERMINATION – OWNER,
310,480,EXTERMINATION REQUIRED,
311,481,EXTERMINATION – OCCUPANT,
312,482,EXTERIOR REPAIR – GENERAL,
313,483,EXTERIOR OF BLDGS – GUARDS BASEMENT WIND,
314,484,EXTERIOR OF BUILDINGS – GRAFFITI,
315,485,HEATING – HEATING FACILITIES REQUIRED,
316,486,HEATING – RESIDENTIAL OCCUPANCIES,
317,487,HEATING – HEAT SUPPLY,
318,488,HEAT – OCCUPIABLE WORK SPACES,
319,489,INTERIORS OF BLDGS AND STRUCTURES GEN,
320,490,INTERIOR OF BUILDINGS - SURFACES,
321,491,INTERIOR OF BLDGS – HANDRAILS AND GUARDS,
322,492,INTERIOR OF BUILDINGS – INTERIOR DOORS,
323,493,INTERIOR OF BLDGS – STAIRS WALKING SURF,
324,494,LIGHT – COMMON HALLS AND STAIRWAYS,
325,495,LIGHT – HABITABLE SPACES,
326,496,LIGHT – OTHER SPACES,
327,497,OCCUPANCY – ACCESS FROM BEDROOMS,
328,498,OCCUPANCY – BEDROOM REQUIREMENTS,
329,499,OCCUPANCY LIMITS – PRIVACY,
330,500,OCCUPANCY – OVERCROWDING,
331,501,OCCUPANCY – OTHER REQUIREMENTS,
332,502,OCCUPANCY PROHIBITED,
333,503,OCCUPANCY – MINIMUM CEILING HEIGHTS,
334,504,OCCUPANCY – MINIMUM ROOM WIDTHS,
335,505,OCCUPANCY – SLEEPING ROOMS,
336,506,OCCUPANCY – WATER CLOSET ACCESS,
337,507,EXTERIOR PROP AREA – OPEN STORAGE - ALL,
338,508,EXTERIOR PROP AREA – OPEN STOR – DEBRIS,
339,509,EXTERIOR PROP AREA – OPEN STORAGE – JTD,
340,510,EXTERIOR PROP AREA – OPEN STORAGE - VEH,
341,511,FAILURE TO MAINTAIN BLDGS OR STRUCTURES,
342,512,RUBBISH AND GARBAGE – DISPOSAL  GARBAGE,
343,513,RUBBISH AND GARBAGE – CONTAINERS,
344,514,RUBBISH AND GARBAGE – DISPOSAL RUBBISH,
345,515,RUBBISH AND GARBAGE – GARBAGE FACILITIES,
346,516,RUBBISH AND GARBAGE – RUBBISH STORAGE,
347,517,SCHOOL BUSES,
348,518,INTERIOR OF BLDGS – STRUCTURAL MEMBERS,
349,519,TRACTOR-TRAILER PARKING,
350,520,TRASH CANS,
351,521,COMMERCIAL TRUCK PARKING,
352,522,VACANT BUILDINGS,
353,523,VENTILATION – BATHROOMS AND TOILET ROOMS,
354,524,VENTILATION – COOKING FACILITIES,
355,525,VENTILATION – CLOTHES DRYER EXHAUST,
356,526,VENTILATION – HABITABLE SPACES,
357,527,VENTILATION – PROCESS VENTILATION,
358,528,MECHANICAL EQUIP – REMOVE OF COMBUS PROD,
359,529,MECHANICAL EQUIP – APPLIANCES,
360,530,PLUMBING – DWELLING UNITS,
361,531,PLUMBING – EMPLOYEE FACILITIES,
362,532,PLUMBING SYSTEMS – FIXTURE CLEARANCE,
363,533,PLUMBING SYSTEMS – GENERAL REQUIREMENTS,
364,534,PLUMBING – HOTEL,
365,535,PLUMBING – ROOMING HOUSES,
366,536,PLUMBING SYSTEMS – SYSTEM HAZARDS,
367,537,SANITARY DRAINAGE SYSTEM – MAINTENANCE,
368,538,SANITARY DRAINAGE SYSTEM – GENERAL,
369,539,TOILET ROOMS – LOCATION,
370,540,TOILET ROOMS – PRIVACY,
371,541,TOILET ROOMS – EMPLOYEE TOILET FACILITIE,
372,542,WATER SYSTEM – CONTAMINATION,
373,543,WATER SYSTEM – GENERAL,
374,544,WATER – SUPPLY,
375,545,WATER – WATER HEATING FACILITIES,
376,546,LANDLORD REGISTRATION REQUIRED,
377,547,BANNERS,
378,548,VEHICLE IN THE RIGHT OF WAY,
379,549,CERTIFICATE OF COMPLIANCE REQUIRED,
380,550,CERTIFICATE COMPLIANCE REQ,
381,551,CHICKENS AND OTHER DOMESTIC FARM ANIMALS,
382,552,COMMERCIAL VEHICLE RESIDENTIAL DISTRICT,
383,553,CONSIGNMENT SALE,
384,554,FENCE HEIGHT,
385,555,FENCE HEIGHT – INSIDE FRONT SETBACK,
386,556,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPEN),
387,557,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPAQUE),
388,558,FENCE HEIGHT – SIDE AND REAR SETBACK,
389,559,GARAGE SALES,
390,560,HOME OCCUPATION – CONDITIONS,
391,561,HOME OCCUPATION – PERMIT REQUIRED,
392,562,LIGHTING (EMISSION),
393,563,LIGHTING (MAX LEVEL),
394,564,MOBILE VENDING,
395,565,CONTINUOUS & INTERMITTENT NOISE,
396,566,OVERCROWDING – UNRELATED ADULTS,
397,567,OVERCROWDING – GROUP HOME,
398,568,OVERCROWDING,
399,,N,
400,569,PAVING PERMANENT PARKING AREAS,
401,,N,
402,570,BUILDING AND ZONING PERMIT REQUIRED,
403,573,FAILURE TO OBTAIN REQUIRED USE PERMIT,
404,574,CONSIGNMENT SALE,
405,575,SECURITY RESIDENCE,
406,576,PROHIBITED SIGNS - BLANK,
407,577,PROHIBITED SIGN - PORTABLE SIGN,
408,578,SIGNS – GREATER THAN 25 PERCENT,
409,579,ABANDONED SIGNS,
410,580,DILAPIDATED SIGNS,
411,,N,
412,581,SIGNS – PROHIBITED – HANDHELD,
413,582,SIGNS – PROHIBITED PLACEMENT –BUS,
414,583,SIGNS – PROHIBITED PLACEMENT – PUBLIC,
415,584,SIGN MAINTENANCE,
416,585,SIGN MATERIAL,
417,586,ELECTRONIC SIGN (LED) DISPLAY MOTION,
418,587,SIGN PERMIT REQUIRED,
419,588,SIGN PERMIT REQUIRED,
420,589,PROHIBITED ON POSTS AND POLES,
421,,N,
422,590,PROHIBITED SIGNS,
423,591, SIGNS IN ROW,
424,592,ON-PREMISES TEMPORARY SIGNS,
425,593,ELECTRONIC SIGN (LED) DISPLAY TIMING,
426,594,UNSAFE OR ILLEGAL SIGN,
427,595,SIGNS – PROHIBITED (VEHICLE SIGNS),
428,596,SIGNS  – PROHIBITED - WIND,
429,597,WINDOW SIGNS AND DISPLAY,
430,599,USE NOT PERMITTED,
431,600,CERTIFICATE OF COMPLIANCE,
432,601,MAINTAIN LANDSCAPE MATERIAL,
433,,N,
434,602,TREE REMOVAL PERMIT,
435,603,COMPLY WITH APPROVED PLANS,
436,604,TREE PROTECTION,
437,605,HAZARDOUS TREE REMOVAL,
440,606,REWIRE,
442,607,ELECTRICAL SERVICE PANEL,
444,608,RELOCATE ELECTRICAL SERVICE,
446,609,CONDUIT AND WEATHERHEAD,
448,610,BATHROOM/KITCHEN GFCI OUTLET,
450,611,ELECTRICAL SYSTEM CHECKED AND CERTIFIED,
452,612,REPAIR DEFECTIVE SERVICE PANEL,
454,613,"REPLACE, REPAIR DEFECTIVE EQUIP.",
456,614,REPLACE MISSING WALL OUTLET COVER,
458,615,REPLACE MISSING WALL SWITCH COVERS,
460,616,REPLACE SUBSTANDARD WIRING (DROP-CORDS),
462,617,PROVIDE CONDUITS FOR EXPOSED WIRING,
464,618,REMOVE EXTENSION CORDS,
466,619,REPLACE CEILING LIGHT FIXTURE COVERS,
468,620,PROVIDE JUNCTION BOX,
470,621,EXTERIOR PORCH LIGHT,
471,622,REPLACE MISSING FUSE BLANKS,
473,623,"REMOVE, REPLACE SUDSTANDARD WIRING",
475,624,BATHROOM GFCI OUTLET,
477,625,DEFECTIVE WALL OUTLETS ON EXTERIOR,
479,626,CORRECT OTHER ELECTRICAL DEFECTS,
481,627,DOG EXCREMENT,
482,628,HAZARDOUS WASTE,
483,629,GARBAGE CONTAINER LIDS,
484,630,ILLEGAL DUMPING,
485,631,LITTER ON PRIVATE PROPERTY,
486,632,LITTER ON PUBLIC PROPERTY,
487,633,LITTER FROM VEHICLES,
488,634,EXCESS VEGETATION,
489,635,GARBAGE APPROVED CONTAINERS,
490,636,RAT HARBORAGE GARBAGE,
491,637,JUNK TRASH RAT HARBORAGE,
492,638,STAGNANT WATER,
493,639,"DIRT, FILTH, GARBAGE",
494,641,DEFECTIVE ELECTRIC WALL BASE HEATER,
496,642,MISSING HEAT CONTROL KNOBS,
498,643,SEAL OPEN GRATE,
500,644,DEFECTIVE HEAT SUPPLY VENTS IN BASEMENT,
502,645,HEATING SYSTEM PROPERLY INSTALLED,
504,646,ADEQUATE VENTILATION FOR BATHROOM,
506,647,SMOKE DETECTORS,
508,648,HVAC SYSTEM REPAIR,
510,649,FORCED AIR DUCT REPAIR,
512,650,KEEPING CHICKENS,
513,651,RUNNING WATER REQUIRED 2,
514,652,SEWAGE DISCHARGE STREAM,
515,653,"SEWER, CONNECT TO PUBLIC",
516,654,SEWAGE ON GROUND,
517,655,SEWAGE DISP. IMPROPERLY MAINT.,
518,656,SEWAGE - ILLEGAL WASTE LINE,
519,657,FAULTY PLUMBING,
520,658,OTHER VIOLATIONS,
521,659,ILLEGAL DUMPING - CONTAINER,
522,660,ILLEGAL DUMPING - PROPERTY,
523,661,LANDLORD REGISTRATION,
524,,N,
525,662,"INSTALL BATH, SHOWER,BASIN, WC",
527,663,COLD-WATER FAUCET FOR THE LAVATORY,
529,664,HOT WATER FAUCET FOR THE LAVATORY,
531,665,HOT WATER FAUCET FOR THE BATHTUB,
533,666,COLD  WATER FAUCET FOR THE BATHTUB,
535,667,MIXING FAUCET FOR THE KITCHEN SINK,
537,668,LEAKING TRAP ON THE KITCHEN SINK,
539,669,LEAKING TRAP ON THE BATHTUB,
541,670,LEAKING TRAP ON THE LAVATORY BASIN,
543,672,VENT FOR THE LAVATORY BASIN,
545,673,LEAKING WASHERS ON THE KITCHEN SINK,
547,674,LEAKING WASHERS ON THE LAVATORY BASIN,
549,675,LEAKING WASHERS ON THE BATHTUB,
551,676,CRACKED FLUSH WATER CLOSET TANK,
553,677,CRACKED FLUSH WATER CLOSET BASE,
555,678,DEFECTIVE FLUSH “L”,
557,679,DEFECTIVE FIXTURES IN THE FLUSH WTR TANK,
559,680,PRESSURE RELIEF/  WATER HEATER,
561,681,DRAIN LINE /PRESSURE RELIEF VALVE / WTR,
563,682,PAN UNDER THE WATER HEATER,
565,683,WATER HEATER INSTALLED,
567,684,DEFECTIVE WATER HEATER,
569,685,UNSTOP THE DRAIN ON THE KITCHEN SINK,
571,686,UNSTOP THE DRAIN ON THE LAVATORY BASIN,
573,687,UNSTOP THE DRAIN ON THE BATHTUB,
575,688,UNSTOP THE DRAIN ON THE SHOWER,
577,689,UNSTOP THE DRAIN / FLUSH WATER CLOSET,
579,690,DAMAGED FLUSH WATER CLOSET SEAT,
581,691,DAMAGED BUILDING DRAIN,
583,692,EXTEND THE VENTS A MINIMUM OF 6”,
585,693,DEFECTIVE SUMP PUMP,
587,694,TRAP FOR THE WASHING MACHINE DRAIN,
589,695,CONNECT WASHING MACHINE DRAIN,
591,696,BROKEN TOP ON THE FLUSH WATER CLOSET,
593,697,MISSING TOP ON THE FLUSH WATER CLOSET,
595,698,DAMAGED OR LEAKING AERATOR SPRAYER,
597,699,DAMAGED PLUMBING WATER SUPPLY LINES,
599,700,DAMAGED COUNTER TOP WORK SURFACE,
601,701,OUTSIDE WATER FAUCET HANDLE AND FIXTURE,
603,702,DAMAGED CLEAN OUT PLUG ON SEWER LINE,
605,703,DAMAGED DRAIN LINES UNDER THE HOUSE,
607,704,VENT TO THE OUTSIDE FOR THE DRYER,
609,705,FAUCETS FOR THE WASHING MACHINE,
611,706,UNSTOP THE WASHING MACHINE DRAIN,
613,707,RE-SECURE THE WATER CLOSET TO THE FLOOR,
615,708,VENT FOR THE WATER CLOSET,
617,709,OTHER PLUMBING DEFECTS,
619,710,EXHAUST FAN,
621,711,PLUMBING EMPLOYEE FACILITIES,
622,712,ROOF LEAKING,
624,713,RAISE SAGGING ROOF TO ORIGINAL POSITION,
626,714,REPLACE ENTIRE ROOF COVERING,
628,715,MISSING AND DEFECTIVE SIDING,
630,716,EXTERIOR (BRICK VENEER-STONE) WALLS,
632,717,DAMAGED (FRONT OR REAR) PORCH CEILING,
634,718,OVERHAUL PORCH OR STEPS,
636,719,CONCRETE PORCH AND STEPS,
638,720,"CORNICES, EAVES, STAIRS, PORCH COLUMNS",
640,721,"ROTTED OR DEFECTIVE SHEATHING, RAFTERS",
642,722,"MORTAR JOINTS OF CHIMNEYS, MISSING BRICK",
644,723,UNSAFE PARTS OF CHIMNEY,
646,724,BROKEN WINDOW GLASS,
648,725,OVERHAUL WINDOWS,
650,726,SCREENS FOR ALL WINDOWS AND DOORS,
652,727,DAMAGED SCREENS,
654,728,MISSING DOWNSPOUTS,
656,729,RUSTED AND DEFECTIVE GUTTERS DOWNSPOUTS,
658,730,"UNDERPINNING, HATCHWAY, EXTERIOR DOORS",
660,731,PAINT EXTERIOR,
662,732,EXTERIOR PAINT,
664,733,"DAMAGED INTERIOR WALLS, CEILINGS, FLOORS",
666,734,CLEAN FINISH FOR ALL WALLS CEILINGS DOOR,
668,735,"BROKEN, LOOSE AND MISSING PLASTER",
670,736,CEILING: LOOSE AND MISSING,
672,737,"ROTTED, MISSING OR DEFECTIVE FLOORING",
674,738,RAISE AND LEVEL FLOORS,
676,739,SAND AND REFINISH FLOOR SURFACES,
678,740,FLOOR COVERING,
680,741,HANDRAILS,
682,742,BANISTER SECURING HANDRAIL,
684,743,BROKEN AND WOOD STAIR TREADS,
686,744,DAMAGED INTERIOR DOOR,
688,745,MISSING HARDWARE,
690,746,OVERHAUL FRAME,
692,747,"RODENTS, INFESTATION AND VERMIN",
694,748,REGULATION GARBAGE CONTAINER,
696,749,YARD AREA,
698,750,"REPAIR FENCES, SHEDS, GARAGES",
700,751,"REMOVE DILAPIDATED FENCES, SHED, GARAGE",
702,752,REMOVE JUNK,
704,753,REMOVE COMBUSTIBLE MATERIAL,
706,754,FAILURE TO REPAIR,
709,755,PROHIBITED SIGN - HARMFUL,
710,756,APPROVED GARBAGE & TRASH CONTAINERS,
711,757,ACCUMUALTION OF GARBAGE & TRASH,
712,758,"ACCUMUALTION OF LUMBER, BOXES, BARRELS",
713,759,STAGNANT WATER COLLECTION,
714,760,"DIRT, FILTH, RUBBISH & GARBAGE",
